question,ground_truth,expected_chunk_id,url,source_title,error,answer,retrieved_chunk_ids,num_contexts,hit,recall_at_k,faithfulness,answer_relevancy,context_precision,context_recall
"What is the tax rate for a person with a taxable income of R500,000 in the 2025/2026 tax year?","For a taxable income of R500,000 (which falls in the R370,501 – R512,800 bracket), the tax is calculated as: R77,362 + 31% of taxable income above R370,500. This equals R77,362 + (31% × R129,500) = R77,362 + R40,145 = R117,507.",income_tax_guide_chunk_3,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"Based on the tax tables for the 2025/2026 tax year (1 March 2025 to 28 February 2026), a person with a taxable income of R500,000 falls in the bracket:

**R370,501 – R512,800**

The tax calculation is:
**R77,362 + 31% of the amount by which taxable income exceeds R370,500**

For R500,000:
- R77,362 + 31% × (R500,000 - R370,500)
- R77,362 + 31% × R129,500
- R77,362 + R40,145
- **Total tax: R117,507**

The marginal tax rate for this income level is **31%**.","[""doc_6_chunk_1"", ""doc_8_chunk_21"", ""doc_3_chunk_21"", ""doc_1_chunk_21"", ""doc_6_chunk_15""]",5,False,0.0,,,,
What must trustees or fund administrators do before a lump sum benefit from a pension fund may be paid?,"Trustees or fund administrators must apply for a tax directive at SARS before a lump sum benefit from a pension, pension preservation, provident, provident preservation or retirement annuity fund may be paid.",income_tax_guide_chunk_63,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the context, trustees or fund administrators must **apply for a tax directive at SARS before a lump sum benefit from a pension, pension preservation, provident, provident preservation or retirement annuity fund may be paid**.

This requirement is prescribed in Paragraphs 2(1) and 9(3) of the Fourth Schedule to the Income Tax Act.","[""doc_6_chunk_51"", ""doc_8_chunk_23"", ""doc_3_chunk_23"", ""doc_1_chunk_23"", ""doc_6_chunk_53""]",5,False,0.0,,,,
What three elements are required by the Fourth Schedule before employees' tax may be deducted?,"The three elements required before employees' tax may be deducted are: an employer, an employee, and remuneration being paid by the employer to the employee. The employer must determine the employment relationship to classify the worker correctly in order to determine the rate which must be applied to deduct employees' tax.",income_tax_guide_chunk_20,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the Fourth Schedule, the three elements required before employees' tax may be deducted are:

1. **An employer** - the person paying the remuneration
2. **An employee** - the person receiving the remuneration
3. **Remuneration** - the payment being made

The context states that ""The Fourth Schedule requires the presence of the three elements before employees' tax may be deducted, namely, an employer paying remuneration to an employee.""","[""doc_6_chunk_65"", ""doc_6_chunk_64"", ""doc_6_chunk_71"", ""doc_6_chunk_70"", ""doc_6_chunk_12""]",5,False,0.0,,,,
"What is the Employees' Tax deductible for October when a monthly paid employee receives a salary of R28,000 and a bonus of R14,800?","The Employees' Tax deductible for October is R8,156. This is calculated by determining the tax on the total remuneration of R350,800 (R336,000 annual equivalent salary plus R14,800 bonus) according to annual tables (R54,937), subtracting the tax on the annual equivalent salary of R336,000 (R51,033), which gives tax on the bonus of R3,904, and then adding the tax on the salary of R28,000 according to the monthly table (R4,252).",income_tax_guide_chunk_103,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwYA4ASbvmhA2JabfEP'}",,,0,,,,,,
What is the total value of relocation expenses that are subject to employees' tax deduction?,"The total value of expenses subject to employees' tax deduction is R19,600, comprising the loss on sale of the previous residence (R12,000) and architect's fees for the design of the new residence (R7,600). These items must be reflected under code 3713.",income_tax_guide_chunk_115,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwYFwseQrUebELg24nm'}",,,0,,,,,,
In what year can an employer claim expenditure for amounts paid to employees?,The employer can claim expenditure in the year that the employer pays that amount to the employee.,income_tax_guide_chunk_110,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"The context provided does not contain information about in what year an employer can claim expenditure for amounts paid to employees. The context focuses on how employees' tax (PAYE) is calculated and deducted from employee remuneration, rather than employer tax deductions or expenditure claims.

To answer your question accurately, I would need context relating to employer tax deductions and expenditure claims under South African tax law.","[""doc_6_chunk_79"", ""doc_8_chunk_11"", ""doc_3_chunk_11"", ""doc_1_chunk_11"", ""doc_6_chunk_75""]",5,False,0.0,,,,
What is the key difference between an employee contract and an independent contractor contract?,"The key difference lies in the object of the contract. An employee contract (contract of service) involves placing one person's services or labour at the disposal of another, enabling the acquisition of that service itself. An independent contractor contract (contract for services or work) involves the independent contractor committing only to deliver the product or end result of their productive capacity, not the service itself.",income_tax_guide_chunk_78,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwYUUC8gkhjYQzCvr6Y'}",,,0,,,,,,
When must a tax directive be obtained from SARS?,"A tax directive must be obtained from SARS preferably where the employee is registered for Income Tax purposes in cases of retrenchment, retirement, or death.",income_tax_guide_chunk_45,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwYpWCvArJKAJq8TWeC'}",,,0,,,,,,
What is the tax treatment when an employer rewards an employee for obtaining a qualification or successfully completing a study course?,"Where an employer rewards an employee for obtaining a qualification or successful completion of a study course, such reward will represent taxable remuneration.",income_tax_guide_chunk_120,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the provided context, when an employer rewards an employee for obtaining a qualification or successfully completing a study course, such reward will represent **taxable remuneration** in the employee's hands.

Additionally, employees' tax must be deducted from this reward payment.","[""doc_6_chunk_92"", ""doc_6_chunk_91"", ""doc_6_chunk_90"", ""doc_6_chunk_79"", ""doc_6_chunk_76""]",5,False,0.0,,,,
How are capital distributions that include further restricted equity instruments treated under the current rules?,"Capital distributions that include further restricted equity instruments are treated as non-events, and the new restricted equity instrument is subject to section 8C. This treatment became effective in respect of any capital distribution or dividends received or accrued on or after 1 January 2011.",income_tax_guide_chunk_54,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwYs1GJkWYd8kBmLDD7'}",,,0,,,,,,
What percentage contribution rate must employers and employees pay to UIF on a monthly basis?,Both the employer and employee must contribute 1% of the remuneration paid or payable to the relevant employee during any month to UIF.,income_tax_guide_chunk_33,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the context provided, both employers and employees must contribute **1% of the remuneration** paid or payable to the relevant employee during any month to UIF.

This is stated in section 7.6 (UIF Liable Amount) under the reference to sections 5 and 6 of the UIC Act.","[""doc_6_chunk_24"", ""doc_6_chunk_7"", ""doc_6_chunk_6"", ""doc_6_chunk_17"", ""doc_6_chunk_16""]",5,False,0.0,,,,
